type,doi,title,journal,year
OA(可免费),10.1128/mbio.00933-26,Arginine metabolism supports <i>de novo</i> pyrimidine biosynthesis to block DNA,,
OA(可免费),10.1128/msphere.00021-26,The bromodomain protein Bdf3 is sufficient to activate expression of a procyclin,,
OA(可免费),10.1128/msphere.00191-26,Sorbose metabolism promotes fitness and virulence in <i>Escherichia coli</i>,,
OA(可免费),10.1128/msphere.00256-26,Kiss and spit metabolomics highlight the role of host purine metabolism during p,,
OA(可免费),10.1128/spectrum.00359-26,Targeting the stringent response alters gene expression and extracellular vesicl,,
OA(可免费),10.1128/spectrum.01363-26,Cobamide excretion allows <i>Salmonella</i> to transition from its anaerobic to,,
OA(可免费),10.1152/ajpcell.00145.2026,Deciphering LonP1’s Role in Glioblastoma: An Alternative Mechanism of Treatment,,
OA(可免费),10.1158/0008-5472.32530494,Supplementary Figure 4 from The Hippo Pathway Is Dysregulated in Cancer-Associat,,
OA(可免费),10.1158/0008-5472.32675118,Figure S1 from DPY30 Is an Epigenetic Decoupler Linking Replication Stress to Im,,
OA(可免费),10.1158/0008-5472.32697539,Supplementary Figure 1 from Epigenetic Inactivation of the Groucho Homologue Gen,,
OA(可免费),10.1158/0008-5472.32700857,Table S3 from H4K20me3-Mediated Repression of Inflammatory Genes Is a Characteri,,
OA(可免费),10.1158/0008-5472.32700860,Table S2 from H4K20me3-Mediated Repression of Inflammatory Genes Is a Characteri,,
OA(可免费),10.1158/0008-5472.32711659,Supp Fig S11 from Single-Cell and Spatial Transcriptomic Profiling Reveals Epith,,
OA(可免费),10.1158/0008-5472.32712202,Figure S9 from SAICAR Drives T Regulatory Cell Differentiation and FOXP3 Mainten,,
OA(可免费),10.1158/0008-5472.32712253,Figure S1 from SAICAR Drives T Regulatory Cell Differentiation and FOXP3 Mainten,,
OA(可免费),10.1158/0008-5472.32713158,Figure S9 from TENT5A Maintains MYC mRNA Stability to Enhance Osteosarcoma Stemn,,
OA(可免费),10.1158/0008-5472.c.8536802,Data from Mitochondrial-Localized Keratin 17 Promotes Chemoresistance in Basal-l,,
OA(可免费),10.1158/0008-5472.c.8542484,Data from Spatial Multiomics Analyses Reveal That Diabetes Promotes Pancreatic C,,
OA(可免费),10.1158/1078-0432.c.8536790,Data from Computationally Derived Spatial Immune Signature Identifies Trastuzuma,,
OA(可免费),10.1158/1541-7786.32712853,Supplementary Figure S10 from Contrasting Features of Papillary and Chromophobe,,
OA(可免费),10.1158/1541-7786.32713524,Supplementary Table S2 from USP44 Overexpression Drives a MYC-Like Gene Expressi,,
OA(可免费),10.1158/1541-7786.32714647,Supplementary Figure S5 from Loss of PI5P4Kα Slows the Progression of a &lt;i&gt,,
OA(可免费),10.1158/1541-7786.32742579,Supplementary Figure 5 from Nrf2 Drives Hepatocellular Carcinoma Progression thr,,
OA(可免费),10.1158/1541-7786.32742582,Supplementary Figure 4 from Nrf2 Drives Hepatocellular Carcinoma Progression thr,,
OA(可免费),10.1158/1541-7786.32743059,Supplementary Table S10 from Epigenetic Atlas of Bladder Cancer Reveals Master T,,
OA(可免费),10.1158/1541-7786.32743074,Supplementary Figure S6 from Epigenetic Atlas of Bladder Cancer Reveals Master T,,
OA(可免费),10.1158/1541-7786.c.8547651,Data from &lt;i&gt;LINC01235&lt;/i&gt; Is an Upstream Regulator of the &lt;i&gt;,,
OA(可免费),10.1158/2159-8290.32530725,Supplementary Tables S1-S18 from Single-Cell Spatial Atlas of High-Grade Serous,,
OA(可免费),10.1158/2159-8290.32698353,Supplementary Figures S1-S8 from Phosphocreatine Promotes Epigenetic Reprogrammi,,
OA(可免费),10.1158/2159-8290.32699950,Supplementary Figure S7 from Mechanisms of Response and Tolerance to Active RAS,,
OA(可免费),10.1158/2159-8290.32701450,Supplementary Table 8 from Stratified Medicine Pediatrics: Cell-Free DNA and Ser,,
OA(可免费),10.1158/2159-8290.32701456,Supplementary Table 7 from Stratified Medicine Pediatrics: Cell-Free DNA and Ser,,
OA(可免费),10.1158/2159-8290.c.8509389,Data from A Tumor-Promoting Inflammatory &lt;i&gt;SPP1&lt;/i&gt;&lt;sup&gt;+&lt;,,
OA(可免费),10.1158/2326-6066.c.8541944,Data from The Presence of CD11c&lt;sup&gt;+&lt;/sup&gt; B Cells with Potent Effe,,
OA(可免费),10.1158/2767-9764.c.8542095,Data from Genomic and Transcriptomic Analysis of High-Grade Endometrial Carcinom,,
OA(可免费),10.1167/iovs.67.6.9,Stress Responsive bZIP Transcription Factors ATF4 and BACH1 Cooperate With MAF-F,,
OA(可免费),10.1182/blood.2026034529,Epigenetic toggling between multipotency and differentiation,,
OA(可免费),10.1186/s11671-026-04628-0,Biosynthesis of silver nanoparticles using Musca domestica extract as a novel bi,,
OA(可免费),10.1186/s12711-026-01058-5,Integrative multi-omics analysis identifies GNAZ and SLC5A4 as critical regulato,,
OA(可免费),10.1186/s12863-026-01453-3,Muscle-specific CUT&amp;Tag profiling dataset of UNC-130 in Caenorhabditis elega,,
OA(可免费),10.1186/s12863-026-01465-z,Complete genome sequence of psychrotolerant Lacisediminihabitans sp. FW035 isola,,
OA(可免费),10.1186/s12870-026-09060-1,Dynamic response of growth and organ nutrient allocation in Ochroma lagopus plan,,
OA(可免费),10.1186/s12870-026-09062-z,Transcriptome analysis and hormone metabolic profiling provide molecular insight,,
OA(可免费),10.1186/s12870-026-09136-y,Agrobacterium rhizogenes-mediated stable and transient transformation systems en,,
OA(可免费),10.1186/s12870-026-09153-x,Expression dynamics of starch and proanthocyanidin biosynthesis genes during Que,,
OA(可免费),10.1186/s12870-026-09192-4,Dynamics of H3K4me3 and H3K36me3 histone modifications in response to powdery mi,,
OA(可免费),10.1186/s12870-026-09199-x,Effects of extraction solvents on the recovery of bioactive compounds from Platy,,
OA(可免费),10.1186/s12870-026-09220-3,Genome-wide identification and expression profiling of the HMGR gene family in B,,
OA(可免费),10.1186/s12870-026-09254-7,Melatonin activates the ZjERF34-ZjMYB1 regulatory pathway to promote flavonoid b,,
OA(可免费),10.1186/s12870-026-09267-2,HAM1 negatively regulates drought tolerance in Brassica juncea,,
OA(可免费),10.1186/s12870-026-09301-3,Biochar and melatonin alleviate microplastic–cadmium (MP-Cd) stress in rice by e,,
OA(可免费),10.1186/s12870-026-09500-y,Genomic early growth mechanisms of two endangered Mexican spruces,,
OA(可免费),10.1186/s12870-026-09522-6,"Ectopic expression of the flavonoid 3′,5′-hydroxylase gene in Ipomoea nil induce",,
OA(可免费),10.1186/s12870-026-09673-6,Full-length transcriptome atlas of Panax vietnamensis var. fuscidiscus reveals n,,
OA(可免费),10.1186/s12885-026-16327-1,Sex differences in gastric cancer mutational burden reflect MLH1-associated epig,,
OA(可免费),10.1186/s12885-026-16329-z,Bioinformatics mining and clinical validation of CD274 as a prognostic indicator,,
OA(可免费),10.1186/s12916-026-04954-1,A large-scale single-nucleus resource reveals a cardiomyocyte-like fibroblast an,,
OA(可免费),10.1186/s12934-026-03047-1,Exploring the metabolic burden of surfactin biosynthesis and the metabolic costs,,
OA(可免费),10.1186/s12935-026-04364-6,Multi-dimensional profiling of lactylation-related signatures for prognostic and,,
OA(可免费),10.1186/s12935-026-04377-1,BRD4 regulation of PIM1 identifies a novel therapeutic vulnerability in acute me,,
OA(可免费),10.1186/s12943-026-02703-9,MiR-494-5p suppresses colorectal cancer metastasis by multi-level targeting of K,,
OA(可免费),10.1186/s12943-026-02741-3,Single-cell profiling defines cellular ecosystems and malignant cell state coupl,,
OA(可免费),10.1186/s12951-026-04687-6,Runx1-Snx9 axis drives the pathological secretion of mitochondrial-derived vesic,,
OA(可免费),10.1186/s12957-026-04549-3,DNA methylation age deceleration is correlated with a poor survival in triple-ne,,
OA(可免费),10.1186/s12964-026-02985-y,Multi-omics and experimental evidence in human chondrocytes identify caspase-8 a,,
OA(可免费),10.1186/s12967-026-08363-z,Proteomics in bone malignancies: from bulk profiling to single-cell and ultra-lo,,
OA(可免费),10.1186/s12967-026-08396-4,Long-read sequencing technologies and bioinformatics: a new perspective for deco,,
OA(可免费),10.1186/s12967-026-08681-2,A bladder cancer–associated gene signature for exploratory qPCR-based survival s,,
OA(可免费),10.1186/s12967-026-08836-1,FSTL1 promotes M2 polarization of macrophages via the DIP2A–Smad2/3 Axis in gast,,
OA(可免费),10.1186/s12984-026-02048-w,Functional reorganization of the contralesional precentral gyrus following acute,,
OA(可免费),10.1186/s13046-026-03747-x,Targeting the lipid desaturation network in cancer: from metabolic plasticity to,,
OA(可免费),10.1186/s13046-026-03758-8,Inhibition of 5’-tiRNAGly restores anti-PD-1 immunotherapy efficacy via DLST-med,,
OA(可免费),10.1186/s13048-026-02150-6,Ferroptosis and chemotherapy resistance in ovarian cancer: molecular mechanisms,,
OA(可免费),10.1186/s13048-026-02165-z,From cytoreduction to precision oncology: evolution of ovarian cancer therapy,,
OA(可免费),10.1186/s13059-026-04215-7,The evolutionary processes of bacterial aromatic polyketide ketosynthases,,
OA(可免费),10.1186/s13062-026-00852-x,USP20 as a key regulator of immunosuppression and a novel predictor of poor prog,,
OA(可免费),10.1186/s13062-026-00946-6,Triphenyl phosphate promotes gastric cancer progression via LDHA deubiquitinatio,,
OA(可免费),10.1186/s13068-026-02780-4,Biosynthesis of medium-chain length polyhydroxyalkanoates from pre-treated food,,
OA(可免费),10.1186/s13072-026-00690-1,ASH2L-mediated H3K4me3 methylation governs palatal development by regulating WNT,,
OA(可免费),10.1186/s13073-026-01720-z,Cumulative cgMLST provides increased discrimination of nested phylogenetic group,,
OA(可免费),10.1186/s13073-026-01730-x,Mapping fibroblast plasticity across non-cancer lung diseases at single-cell res,,
OA(可免费),10.1186/s13148-026-02174-1,New perspective on epigenetic modification and immunotherapy in endometrial canc,,
OA(可免费),10.1186/s13287-026-05089-z,Integrated single cell and spatial transcriptomics reveals the cellular and mole,,
OA(可免费),10.1186/s13293-026-00939-0,"Functional and transcriptomic insights into 46,XY disorders of sex development a",,
OA(可免费),10.1186/s13578-026-01613-z,Unveiling a unique microglial phenotype promoting oxidation in the iBRB: insight,,
OA(可免费),10.1186/s40001-026-04552-0,"Atherosclerosis revisited: integrating cellular plasticity, inflammatory circuit",,
OA(可免费),10.1186/s40001-026-04666-5,HBO1-mediated epigenetic regulation of LAMB1 in pancreatic ductal injury during,,
OA(可免费),10.1186/s40793-026-00917-4,A cooperative cobalamide biosynthesis guild in the endosphere of the edible aqua,,
OA(可免费),10.1186/s42483-026-00418-9,Mechanism of tea infusion as a novel control agent against Fusarium graminearum,,
OA(可免费),10.1186/s42523-026-00584-3,The price of survival: comparative adaptation to high altitudes between yaks and,,
OA(可免费),10.1210/jendso/bvag164,Functional Assessment of a Constitutively Activating <i>CASR</i> Variant Causing,,
OA(可免费),10.1261/rna.081083.126,EF-P Inhibits Ribosomal α-Hydroxy Acid Incorporation: Strategic tRNA Body Select,,
OA(可免费),10.1302/2046-3758.156.bjr-2025-0474.r1,"The transcriptional atlas, intercellular communication, and metabolic reprogramm",,
OA(可免费),10.13189/app.2026.140312,Aloe vera for Health and Industry: A Comprehensive Review of Bioactivity and App,,
OA(可免费),10.1360/csb-2026-0468,Progress in multi-omics and molecular breeding of Chrysanthemum,,
OA(可免费),10.14288/1.0451800,"Biological age is a concept, not a construct : assessments of healthy aging usin",,
OA(可免费),10.14288/1.0451935,Novel gene discovery in the salicylic acid biosynthesis pathway in Nicotiana ben,,
OA(可免费),10.14288/1.0452540,Spatially resolved proteomic profiling of recurrent triple-negative breast cance,,
OA(可免费),10.14309/ctg.0000000000001052,Pathogenesis of Eosinophilic Esophagitis: A PRISMA-based systematic review of Ge,,
OA(可免费),10.14670/hh-25-037,Lonp1 expression and correlation with mitophagy and immune infiltration markers,,
OA(可免费),10.14719/pst.15069,Direct regeneration pathway for the mass propagation of commercial banana cv. Ne,,
OA(可免费),10.1504/ijesdf.2027.10070133,Enhancing fake news detection using light gradient boosting machine and term fre,,
OA(可免费),10.15120/gsi-2026-00822,Spin dynamics and ortho–para conversion in $H_{2}O$ during the phase transition,,
OA(可免费),10.15283/ijsc25144,Rejuvenation Potential of Developmental Genes Downregulated in Aging,,
OA(可免费),10.1530/erc-25-0529,Molecular determinants of AR-enhancer interaction and cistrome reprogramming in,,
OA(可免费),10.15575/biodjati.v11i1.53999,Effect of PGRs and Immersion Time on the Growth of Green Jordan Fig Cuttings (Fi,,
OA(可免费),10.1595/205651327x17703026459384,Lanthanide Tantalum Perovskite Oxynitrides for Photocatalytic Water Splitting: E,,
OA(可免费),10.1649/0010-065x-80.2.209,Checklist of the Bark and Ambrosia Beetle Species (Coleoptera: Curculionidae: Pl,,
OA(可免费),10.17129/botsci.3804,In vitro induction of microrhizomes and microtubers as a propagation strategy fo,,
OA(可免费),10.17474/artvinofd.1932665,Doğal Yaşlı Kızılçam Meşceresinde Kontrollü Yakmaların Ağaçların Hayatta Kalma O,,
OA(可免费),10.17613/6rq5n-5tm04,Construction of an Automated Quality Control Model for Industrial Waste Gas Onli,,
OA(可免费),10.17613/ewm0r-am417,Educational Management Resilience under Low Fertility: Theoretical Construction,,
OA(可免费),10.17613/sb76m-v2e23,From Embedded Finance to Embedded Obligation: A Law-and-Economics Theory of Cons,,
OA(可免费),10.17613/vpe2q-5qg42,Research on Attention Guidance and User Autonomy in AI-Powered Immersive Environ,,
OA(可免费),10.17615/72c3-7v95,Atlas-guided discovery of transcription factors for T cell programming.,,
OA(可免费),10.17615/81hm-r837,Histone decrotonylation plays a distinct role in HIV latency,,
OA(可免费),10.17638/03195029,Dynamic Mitochondrial Protein Succinylation Induced by Nutritional Intervention,,
OA(可免费),10.17638/03195330,From Sparse to Dense: Label-Efficient Weakly Supervised Segmentation for Images,,
